section,metric,month,value,month_date
11,The methodology for identifying valid covid vaccinations is reviewed each time a new booster dose is introduced. This means covid vaccination figures are subject to revision and can change between publications. The latest update to methodology was included in the May 2023 publication. ,May-21,,2021-05-01
11,The methodology for identifying valid covid vaccinations is reviewed each time a new booster dose is introduced. This means covid vaccination figures are subject to revision and can change between publications. The latest update to methodology was included in the May 2023 publication. ,Jun-21,,2021-06-01
11,The methodology for identifying valid covid vaccinations is reviewed each time a new booster dose is introduced. This means covid vaccination figures are subject to revision and can change between publications. The latest update to methodology was included in the May 2023 publication. ,Jul-21,,2021-07-01
11,The methodology for identifying valid covid vaccinations is reviewed each time a new booster dose is introduced. This means covid vaccination figures are subject to revision and can change between publications. The latest update to methodology was included in the May 2023 publication. ,Aug-21,,2021-08-01
11,The methodology for identifying valid covid vaccinations is reviewed each time a new booster dose is introduced. This means covid vaccination figures are subject to revision and can change between publications. The latest update to methodology was included in the May 2023 publication. ,Sep-21,,2021-09-01
11,The methodology for identifying valid covid vaccinations is reviewed each time a new booster dose is introduced. This means covid vaccination figures are subject to revision and can change between publications. The latest update to methodology was included in the May 2023 publication. ,Oct-21,,2021-10-01
11,The methodology for identifying valid covid vaccinations is reviewed each time a new booster dose is introduced. This means covid vaccination figures are subject to revision and can change between publications. The latest update to methodology was included in the May 2023 publication. ,Nov-21,,2021-11-01
11,The methodology for identifying valid covid vaccinations is reviewed each time a new booster dose is introduced. This means covid vaccination figures are subject to revision and can change between publications. The latest update to methodology was included in the May 2023 publication. ,Dec-21,,2021-12-01
11,The methodology for identifying valid covid vaccinations is reviewed each time a new booster dose is introduced. This means covid vaccination figures are subject to revision and can change between publications. The latest update to methodology was included in the May 2023 publication. ,Jan-22,,2022-01-01
11,The methodology for identifying valid covid vaccinations is reviewed each time a new booster dose is introduced. This means covid vaccination figures are subject to revision and can change between publications. The latest update to methodology was included in the May 2023 publication. ,Feb-22,,2022-02-01
11,The methodology for identifying valid covid vaccinations is reviewed each time a new booster dose is introduced. This means covid vaccination figures are subject to revision and can change between publications. The latest update to methodology was included in the May 2023 publication. ,Mar-22,,2022-03-01
11,The methodology for identifying valid covid vaccinations is reviewed each time a new booster dose is introduced. This means covid vaccination figures are subject to revision and can change between publications. The latest update to methodology was included in the May 2023 publication. ,Apr-22,,2022-04-01
11,The methodology for identifying valid covid vaccinations is reviewed each time a new booster dose is introduced. This means covid vaccination figures are subject to revision and can change between publications. The latest update to methodology was included in the May 2023 publication. ,May-22,,2022-05-01
11,The methodology for identifying valid covid vaccinations is reviewed each time a new booster dose is introduced. This means covid vaccination figures are subject to revision and can change between publications. The latest update to methodology was included in the May 2023 publication. ,Jun-22,,2022-06-01
11,The methodology for identifying valid covid vaccinations is reviewed each time a new booster dose is introduced. This means covid vaccination figures are subject to revision and can change between publications. The latest update to methodology was included in the May 2023 publication. ,Jul-22,,2022-07-01
11,The methodology for identifying valid covid vaccinations is reviewed each time a new booster dose is introduced. This means covid vaccination figures are subject to revision and can change between publications. The latest update to methodology was included in the May 2023 publication. ,Aug-22,,2022-08-01
11,The methodology for identifying valid covid vaccinations is reviewed each time a new booster dose is introduced. This means covid vaccination figures are subject to revision and can change between publications. The latest update to methodology was included in the May 2023 publication. ,Sep-22,,2022-09-01
11,The methodology for identifying valid covid vaccinations is reviewed each time a new booster dose is introduced. This means covid vaccination figures are subject to revision and can change between publications. The latest update to methodology was included in the May 2023 publication. ,Oct-22,,2022-10-01
11,The methodology for identifying valid covid vaccinations is reviewed each time a new booster dose is introduced. This means covid vaccination figures are subject to revision and can change between publications. The latest update to methodology was included in the May 2023 publication. ,Nov-22,,2022-11-01
11,The methodology for identifying valid covid vaccinations is reviewed each time a new booster dose is introduced. This means covid vaccination figures are subject to revision and can change between publications. The latest update to methodology was included in the May 2023 publication. ,Dec-22,,2022-12-01
11,The methodology for identifying valid covid vaccinations is reviewed each time a new booster dose is introduced. This means covid vaccination figures are subject to revision and can change between publications. The latest update to methodology was included in the May 2023 publication. ,Jan-23,,2023-01-01
11,The methodology for identifying valid covid vaccinations is reviewed each time a new booster dose is introduced. This means covid vaccination figures are subject to revision and can change between publications. The latest update to methodology was included in the May 2023 publication. ,Feb-23,,2023-02-01
11,The methodology for identifying valid covid vaccinations is reviewed each time a new booster dose is introduced. This means covid vaccination figures are subject to revision and can change between publications. The latest update to methodology was included in the May 2023 publication. ,Mar-23,,2023-03-01
11,The methodology for identifying valid covid vaccinations is reviewed each time a new booster dose is introduced. This means covid vaccination figures are subject to revision and can change between publications. The latest update to methodology was included in the May 2023 publication. ,Apr-23,,2023-04-01
11,The methodology for identifying valid covid vaccinations is reviewed each time a new booster dose is introduced. This means covid vaccination figures are subject to revision and can change between publications. The latest update to methodology was included in the May 2023 publication. ,May-23,,2023-05-01
11,The methodology for identifying valid covid vaccinations is reviewed each time a new booster dose is introduced. This means covid vaccination figures are subject to revision and can change between publications. The latest update to methodology was included in the May 2023 publication. ,Jun-23,,2023-06-01
11,The methodology for identifying valid covid vaccinations is reviewed each time a new booster dose is introduced. This means covid vaccination figures are subject to revision and can change between publications. The latest update to methodology was included in the May 2023 publication. ,Jul-23,,2023-07-01
1,"This data reflects what was recorded in appointment systems at the point of extraction. Changes which practices have made to their appointments data for previous weeks can be extracted. This would then be incorporated within the next publication. For this reason, there may be some small differences in the number of appointments when comparing data for the same month against previous releases. From November 2020 release each month’s publication includes 30 months data.",Feb-21,,2021-02-01
1,"This data reflects what was recorded in appointment systems at the point of extraction. Changes which practices have made to their appointments data for previous weeks can be extracted. This would then be incorporated within the next publication. For this reason, there may be some small differences in the number of appointments when comparing data for the same month against previous releases. From November 2020 release each month’s publication includes 30 months data.",Mar-21,,2021-03-01
1,"This data reflects what was recorded in appointment systems at the point of extraction. Changes which practices have made to their appointments data for previous weeks can be extracted. This would then be incorporated within the next publication. For this reason, there may be some small differences in the number of appointments when comparing data for the same month against previous releases. From November 2020 release each month’s publication includes 30 months data.",Apr-21,,2021-04-01
1,"This data reflects what was recorded in appointment systems at the point of extraction. Changes which practices have made to their appointments data for previous weeks can be extracted. This would then be incorporated within the next publication. For this reason, there may be some small differences in the number of appointments when comparing data for the same month against previous releases. From November 2020 release each month’s publication includes 30 months data.",May-21,,2021-05-01
1,"This data reflects what was recorded in appointment systems at the point of extraction. Changes which practices have made to their appointments data for previous weeks can be extracted. This would then be incorporated within the next publication. For this reason, there may be some small differences in the number of appointments when comparing data for the same month against previous releases. From November 2020 release each month’s publication includes 30 months data.",Jun-21,,2021-06-01
1,"This data reflects what was recorded in appointment systems at the point of extraction. Changes which practices have made to their appointments data for previous weeks can be extracted. This would then be incorporated within the next publication. For this reason, there may be some small differences in the number of appointments when comparing data for the same month against previous releases. From November 2020 release each month’s publication includes 30 months data.",Jul-21,,2021-07-01
1,"This data reflects what was recorded in appointment systems at the point of extraction. Changes which practices have made to their appointments data for previous weeks can be extracted. This would then be incorporated within the next publication. For this reason, there may be some small differences in the number of appointments when comparing data for the same month against previous releases. From November 2020 release each month’s publication includes 30 months data.",Aug-21,,2021-08-01
1,"This data reflects what was recorded in appointment systems at the point of extraction. Changes which practices have made to their appointments data for previous weeks can be extracted. This would then be incorporated within the next publication. For this reason, there may be some small differences in the number of appointments when comparing data for the same month against previous releases. From November 2020 release each month’s publication includes 30 months data.",Sep-21,,2021-09-01
1,"This data reflects what was recorded in appointment systems at the point of extraction. Changes which practices have made to their appointments data for previous weeks can be extracted. This would then be incorporated within the next publication. For this reason, there may be some small differences in the number of appointments when comparing data for the same month against previous releases. From November 2020 release each month’s publication includes 30 months data.",Oct-21,,2021-10-01
1,"This data reflects what was recorded in appointment systems at the point of extraction. Changes which practices have made to their appointments data for previous weeks can be extracted. This would then be incorporated within the next publication. For this reason, there may be some small differences in the number of appointments when comparing data for the same month against previous releases. From November 2020 release each month’s publication includes 30 months data.",Nov-21,,2021-11-01
1,"This data reflects what was recorded in appointment systems at the point of extraction. Changes which practices have made to their appointments data for previous weeks can be extracted. This would then be incorporated within the next publication. For this reason, there may be some small differences in the number of appointments when comparing data for the same month against previous releases. From November 2020 release each month’s publication includes 30 months data.",Dec-21,,2021-12-01
1,"This data reflects what was recorded in appointment systems at the point of extraction. Changes which practices have made to their appointments data for previous weeks can be extracted. This would then be incorporated within the next publication. For this reason, there may be some small differences in the number of appointments when comparing data for the same month against previous releases. From November 2020 release each month’s publication includes 30 months data.",Jan-22,,2022-01-01
1,"This data reflects what was recorded in appointment systems at the point of extraction. Changes which practices have made to their appointments data for previous weeks can be extracted. This would then be incorporated within the next publication. For this reason, there may be some small differences in the number of appointments when comparing data for the same month against previous releases. From November 2020 release each month’s publication includes 30 months data.",Feb-22,,2022-02-01
1,"This data reflects what was recorded in appointment systems at the point of extraction. Changes which practices have made to their appointments data for previous weeks can be extracted. This would then be incorporated within the next publication. For this reason, there may be some small differences in the number of appointments when comparing data for the same month against previous releases. From November 2020 release each month’s publication includes 30 months data.",Mar-22,,2022-03-01
1,"This data reflects what was recorded in appointment systems at the point of extraction. Changes which practices have made to their appointments data for previous weeks can be extracted. This would then be incorporated within the next publication. For this reason, there may be some small differences in the number of appointments when comparing data for the same month against previous releases. From November 2020 release each month’s publication includes 30 months data.",Apr-22,,2022-04-01
1,"This data reflects what was recorded in appointment systems at the point of extraction. Changes which practices have made to their appointments data for previous weeks can be extracted. This would then be incorporated within the next publication. For this reason, there may be some small differences in the number of appointments when comparing data for the same month against previous releases. From November 2020 release each month’s publication includes 30 months data.",May-22,,2022-05-01
1,"This data reflects what was recorded in appointment systems at the point of extraction. Changes which practices have made to their appointments data for previous weeks can be extracted. This would then be incorporated within the next publication. For this reason, there may be some small differences in the number of appointments when comparing data for the same month against previous releases. From November 2020 release each month’s publication includes 30 months data.",Jun-22,,2022-06-01
1,"This data reflects what was recorded in appointment systems at the point of extraction. Changes which practices have made to their appointments data for previous weeks can be extracted. This would then be incorporated within the next publication. For this reason, there may be some small differences in the number of appointments when comparing data for the same month against previous releases. From November 2020 release each month’s publication includes 30 months data.",Jul-22,,2022-07-01
1,"This data reflects what was recorded in appointment systems at the point of extraction. Changes which practices have made to their appointments data for previous weeks can be extracted. This would then be incorporated within the next publication. For this reason, there may be some small differences in the number of appointments when comparing data for the same month against previous releases. From November 2020 release each month’s publication includes 30 months data.",Aug-22,,2022-08-01
1,"This data reflects what was recorded in appointment systems at the point of extraction. Changes which practices have made to their appointments data for previous weeks can be extracted. This would then be incorporated within the next publication. For this reason, there may be some small differences in the number of appointments when comparing data for the same month against previous releases. From November 2020 release each month’s publication includes 30 months data.",Sep-22,,2022-09-01
1,"This data reflects what was recorded in appointment systems at the point of extraction. Changes which practices have made to their appointments data for previous weeks can be extracted. This would then be incorporated within the next publication. For this reason, there may be some small differences in the number of appointments when comparing data for the same month against previous releases. From November 2020 release each month’s publication includes 30 months data.",Oct-22,,2022-10-01
1,"This data reflects what was recorded in appointment systems at the point of extraction. Changes which practices have made to their appointments data for previous weeks can be extracted. This would then be incorporated within the next publication. For this reason, there may be some small differences in the number of appointments when comparing data for the same month against previous releases. From November 2020 release each month’s publication includes 30 months data.",Nov-22,,2022-11-01
1,"This data reflects what was recorded in appointment systems at the point of extraction. Changes which practices have made to their appointments data for previous weeks can be extracted. This would then be incorporated within the next publication. For this reason, there may be some small differences in the number of appointments when comparing data for the same month against previous releases. From November 2020 release each month’s publication includes 30 months data.",Dec-22,,2022-12-01
1,"This data reflects what was recorded in appointment systems at the point of extraction. Changes which practices have made to their appointments data for previous weeks can be extracted. This would then be incorporated within the next publication. For this reason, there may be some small differences in the number of appointments when comparing data for the same month against previous releases. From November 2020 release each month’s publication includes 30 months data.",Jan-23,,2023-01-01
1,"This data reflects what was recorded in appointment systems at the point of extraction. Changes which practices have made to their appointments data for previous weeks can be extracted. This would then be incorporated within the next publication. For this reason, there may be some small differences in the number of appointments when comparing data for the same month against previous releases. From November 2020 release each month’s publication includes 30 months data.",Feb-23,,2023-02-01
1,"This data reflects what was recorded in appointment systems at the point of extraction. Changes which practices have made to their appointments data for previous weeks can be extracted. This would then be incorporated within the next publication. For this reason, there may be some small differences in the number of appointments when comparing data for the same month against previous releases. From November 2020 release each month’s publication includes 30 months data.",Mar-23,,2023-03-01
1,"This data reflects what was recorded in appointment systems at the point of extraction. Changes which practices have made to their appointments data for previous weeks can be extracted. This would then be incorporated within the next publication. For this reason, there may be some small differences in the number of appointments when comparing data for the same month against previous releases. From November 2020 release each month’s publication includes 30 months data.",Apr-23,,2023-04-01
1,"This data reflects what was recorded in appointment systems at the point of extraction. Changes which practices have made to their appointments data for previous weeks can be extracted. This would then be incorporated within the next publication. For this reason, there may be some small differences in the number of appointments when comparing data for the same month against previous releases. From November 2020 release each month’s publication includes 30 months data.",May-23,,2023-05-01
1,"This data reflects what was recorded in appointment systems at the point of extraction. Changes which practices have made to their appointments data for previous weeks can be extracted. This would then be incorporated within the next publication. For this reason, there may be some small differences in the number of appointments when comparing data for the same month against previous releases. From November 2020 release each month’s publication includes 30 months data.",Jun-23,,2023-06-01
1,"This data reflects what was recorded in appointment systems at the point of extraction. Changes which practices have made to their appointments data for previous weeks can be extracted. This would then be incorporated within the next publication. For this reason, there may be some small differences in the number of appointments when comparing data for the same month against previous releases. From November 2020 release each month’s publication includes 30 months data.",Jul-23,,2023-07-01
13,This table contains activity recorded in GP practice appointment systems. Where PCN activity is recorded in the GP practice appointment system it will be included.,Feb-21,,2021-02-01
13,This table contains activity recorded in GP practice appointment systems. Where PCN activity is recorded in the GP practice appointment system it will be included.,Mar-21,,2021-03-01
13,This table contains activity recorded in GP practice appointment systems. Where PCN activity is recorded in the GP practice appointment system it will be included.,Apr-21,,2021-04-01
13,This table contains activity recorded in GP practice appointment systems. Where PCN activity is recorded in the GP practice appointment system it will be included.,May-21,,2021-05-01
13,This table contains activity recorded in GP practice appointment systems. Where PCN activity is recorded in the GP practice appointment system it will be included.,Jun-21,,2021-06-01
13,This table contains activity recorded in GP practice appointment systems. Where PCN activity is recorded in the GP practice appointment system it will be included.,Jul-21,,2021-07-01
13,This table contains activity recorded in GP practice appointment systems. Where PCN activity is recorded in the GP practice appointment system it will be included.,Aug-21,,2021-08-01
13,This table contains activity recorded in GP practice appointment systems. Where PCN activity is recorded in the GP practice appointment system it will be included.,Sep-21,,2021-09-01
13,This table contains activity recorded in GP practice appointment systems. Where PCN activity is recorded in the GP practice appointment system it will be included.,Oct-21,,2021-10-01
13,This table contains activity recorded in GP practice appointment systems. Where PCN activity is recorded in the GP practice appointment system it will be included.,Nov-21,,2021-11-01
13,This table contains activity recorded in GP practice appointment systems. Where PCN activity is recorded in the GP practice appointment system it will be included.,Dec-21,,2021-12-01
13,This table contains activity recorded in GP practice appointment systems. Where PCN activity is recorded in the GP practice appointment system it will be included.,Jan-22,,2022-01-01
13,This table contains activity recorded in GP practice appointment systems. Where PCN activity is recorded in the GP practice appointment system it will be included.,Feb-22,,2022-02-01
13,This table contains activity recorded in GP practice appointment systems. Where PCN activity is recorded in the GP practice appointment system it will be included.,Mar-22,,2022-03-01
13,This table contains activity recorded in GP practice appointment systems. Where PCN activity is recorded in the GP practice appointment system it will be included.,Apr-22,,2022-04-01
13,This table contains activity recorded in GP practice appointment systems. Where PCN activity is recorded in the GP practice appointment system it will be included.,May-22,,2022-05-01
13,This table contains activity recorded in GP practice appointment systems. Where PCN activity is recorded in the GP practice appointment system it will be included.,Jun-22,,2022-06-01
13,This table contains activity recorded in GP practice appointment systems. Where PCN activity is recorded in the GP practice appointment system it will be included.,Jul-22,,2022-07-01
13,This table contains activity recorded in GP practice appointment systems. Where PCN activity is recorded in the GP practice appointment system it will be included.,Aug-22,,2022-08-01
13,This table contains activity recorded in GP practice appointment systems. Where PCN activity is recorded in the GP practice appointment system it will be included.,Sep-22,,2022-09-01
13,This table contains activity recorded in GP practice appointment systems. Where PCN activity is recorded in the GP practice appointment system it will be included.,Oct-22,,2022-10-01
13,This table contains activity recorded in GP practice appointment systems. Where PCN activity is recorded in the GP practice appointment system it will be included.,Nov-22,,2022-11-01
13,This table contains activity recorded in GP practice appointment systems. Where PCN activity is recorded in the GP practice appointment system it will be included.,Dec-22,,2022-12-01
13,This table contains activity recorded in GP practice appointment systems. Where PCN activity is recorded in the GP practice appointment system it will be included.,Jan-23,,2023-01-01
13,This table contains activity recorded in GP practice appointment systems. Where PCN activity is recorded in the GP practice appointment system it will be included.,Feb-23,,2023-02-01
13,This table contains activity recorded in GP practice appointment systems. Where PCN activity is recorded in the GP practice appointment system it will be included.,Mar-23,,2023-03-01
13,This table contains activity recorded in GP practice appointment systems. Where PCN activity is recorded in the GP practice appointment system it will be included.,Apr-23,,2023-04-01
13,This table contains activity recorded in GP practice appointment systems. Where PCN activity is recorded in the GP practice appointment system it will be included.,May-23,,2023-05-01
13,This table contains activity recorded in GP practice appointment systems. Where PCN activity is recorded in the GP practice appointment system it will be included.,Jun-23,,2023-06-01
10,This table contains activity recorded in GP practice appointment systems. Where PCN activity is recorded in the GP practice appointment system it will be included.,Jul-23,,2023-07-01
13,This table contains activity recorded in GP practice appointment systems. Where PCN activity is recorded in the GP practice appointment system it will be included.,Jul-23,,2023-07-01
10,This table contains activity recorded in GP practice appointment systems. Where PCN activity is recorded in the GP practice appointment system it will be included.,Aug-23,,2023-08-01
10,This table contains activity recorded in GP practice appointment systems. Where PCN activity is recorded in the GP practice appointment system it will be included.,Sep-23,,2023-09-01
10,This table contains activity recorded in GP practice appointment systems. Where PCN activity is recorded in the GP practice appointment system it will be included.,Oct-23,,2023-10-01
10,This table contains activity recorded in GP practice appointment systems. Where PCN activity is recorded in the GP practice appointment system it will be included.,Nov-23,,2023-11-01
10,This table contains activity recorded in GP practice appointment systems. Where PCN activity is recorded in the GP practice appointment system it will be included.,Dec-23,,2023-12-01
10,This table contains activity recorded in GP practice appointment systems. Where PCN activity is recorded in the GP practice appointment system it will be included.,Jan-24,,2024-01-01
10,This table contains activity recorded in GP practice appointment systems. Where PCN activity is recorded in the GP practice appointment system it will be included.,Feb-24,,2024-02-01
10,This table contains activity recorded in GP practice appointment systems. Where PCN activity is recorded in the GP practice appointment system it will be included.,Mar-24,,2024-03-01
10,This table contains activity recorded in GP practice appointment systems. Where PCN activity is recorded in the GP practice appointment system it will be included.,Apr-24,,2024-04-01
10,This table contains activity recorded in GP practice appointment systems. Where PCN activity is recorded in the GP practice appointment system it will be included.,May-24,,2024-05-01
10,This table contains activity recorded in GP practice appointment systems. Where PCN activity is recorded in the GP practice appointment system it will be included.,Jun-24,,2024-06-01
10,This table contains activity recorded in GP practice appointment systems. Where PCN activity is recorded in the GP practice appointment system it will be included.,Jul-24,,2024-07-01
10,This table contains activity recorded in GP practice appointment systems. Where PCN activity is recorded in the GP practice appointment system it will be included.,Aug-24,,2024-08-01
10,This table contains activity recorded in GP practice appointment systems. Where PCN activity is recorded in the GP practice appointment system it will be included.,Sep-24,,2024-09-01
10,This table contains activity recorded in GP practice appointment systems. Where PCN activity is recorded in the GP practice appointment system it will be included.,Oct-24,,2024-10-01
10,This table contains activity recorded in GP practice appointment systems. Where PCN activity is recorded in the GP practice appointment system it will be included.,Nov-24,,2024-11-01
10,This table contains activity recorded in GP practice appointment systems. Where PCN activity is recorded in the GP practice appointment system it will be included.,Dec-24,,2024-12-01
10,This table contains activity recorded in GP practice appointment systems. Where PCN activity is recorded in the GP practice appointment system it will be included.,Jan-25,,2025-01-01
10,This table contains activity recorded in GP practice appointment systems. Where PCN activity is recorded in the GP practice appointment system it will be included.,Feb-25,,2025-02-01
10,This table contains activity recorded in GP practice appointment systems. Where PCN activity is recorded in the GP practice appointment system it will be included.,Mar-25,,2025-03-01
10,This table contains activity recorded in GP practice appointment systems. Where PCN activity is recorded in the GP practice appointment system it will be included.,Apr-25,,2025-04-01
10,This table contains activity recorded in GP practice appointment systems. Where PCN activity is recorded in the GP practice appointment system it will be included.,May-25,,2025-05-01
10,This table contains activity recorded in GP practice appointment systems. Where PCN activity is recorded in the GP practice appointment system it will be included.,Jun-25,,2025-06-01
10,This table contains activity recorded in GP practice appointment systems. Where PCN activity is recorded in the GP practice appointment system it will be included.,Jul-25,,2025-07-01
10,This table contains activity recorded in GP practice appointment systems. Where PCN activity is recorded in the GP practice appointment system it will be included.,Aug-25,,2025-08-01
10,This table contains activity recorded in GP practice appointment systems. Where PCN activity is recorded in the GP practice appointment system it will be included.,Sep-25,,2025-09-01
10,This table contains activity recorded in GP practice appointment systems. Where PCN activity is recorded in the GP practice appointment system it will be included.,Oct-25,,2025-10-01
10,This table contains activity recorded in GP practice appointment systems. Where PCN activity is recorded in the GP practice appointment system it will be included.,Nov-25,,2025-11-01
10,This table contains activity recorded in GP practice appointment systems. Where PCN activity is recorded in the GP practice appointment system it will be included.,Dec-25,,2025-12-01
Appointment Count,Total count of appointments1,Feb-21,22399569.0,2021-02-01
Appointment Count,Total count of appointments1,Mar-21,27225424.0,2021-03-01
Appointment Count,Total count of appointments1,Apr-21,23879932.0,2021-04-01
Appointment Count,Total count of appointments1,May-21,23508395.0,2021-05-01
Appointment Count,Total count of appointments1,Jun-21,26784182.0,2021-06-01
Appointment Count,Total count of appointments1,Jul-21,25739219.0,2021-07-01
Appointment Count,Total count of appointments1,Aug-21,23852171.0,2021-08-01
Appointment Count,Total count of appointments1,Sep-21,28522501.0,2021-09-01
Appointment Count,Total count of appointments1,Oct-21,30303834.0,2021-10-01
Appointment Count,Total count of appointments1,Nov-21,30405070.0,2021-11-01
Appointment Count,Total count of appointments1,Dec-21,25140776.0,2021-12-01
Appointment Count,Total count of appointments1,Jan-22,25635474.0,2022-01-01
Appointment Count,Total count of appointments1,Feb-22,25355260.0,2022-02-01
Appointment Count,Total count of appointments1,Mar-22,29595015.0,2022-03-01
Appointment Count,Total count of appointments1,Apr-22,23912860.0,2022-04-01
Appointment Count,Total count of appointments1,May-22,27495511.0,2022-05-01
Appointment Count,Total count of appointments1,Jun-22,25827832.0,2022-06-01
Appointment Count,Total count of appointments1,Jul-22,25915355.0,2022-07-01
Appointment Count,Total count of appointments1,Aug-22,26488918.0,2022-08-01
Appointment Count,Total count of appointments1,Sep-22,28263449.0,2022-09-01
Appointment Count,Total count of appointments1,Oct-22,32000113.0,2022-10-01
Appointment Count,Total count of appointments1,Nov-22,31243760.0,2022-11-01
Appointment Count,Total count of appointments1,Dec-22,26764755.0,2022-12-01
Appointment Count,Total count of appointments1,Jan-23,29454135.0,2023-01-01
Appointment Count,Total count of appointments1,Feb-23,27268504.0,2023-02-01
Appointment Count,Total count of appointments1,Mar-23,31534605.0,2023-03-01
Appointment Count,Total count of appointments1,Apr-23,24158448.0,2023-04-01
Appointment Count,Total count of appointments1,May-23,27685512.0,2023-05-01
Appointment Count,Total count of appointments1,Jun-23,29393980.0,2023-06-01
Appointment Count,Total count of appointments1,Jul-23,27761360.0,2023-07-01
Appointment Count,Total count of appointments1,Jul-23,27758901.0,2023-07-01
Appointment Count,Total count of appointments1,Aug-23,28196774.0,2023-08-01
Appointment Count,Total count of appointments1,Sep-23,31101518.0,2023-09-01
Appointment Count,Total count of appointments1,Oct-23,34202846.0,2023-10-01
Appointment Count,Total count of appointments1,Nov-23,31455518.0,2023-11-01
Appointment Count,Total count of appointments1,Dec-23,25772230.0,2023-12-01
Appointment Count,Total count of appointments1,Jan-24,32410978.0,2024-01-01
Appointment Count,Total count of appointments1,Feb-24,30520529.0,2024-02-01
Appointment Count,Total count of appointments1,Mar-24,29514158.0,2024-03-01
Appointment Count,Total count of appointments1,Apr-24,30099467.0,2024-04-01
Appointment Count,Total count of appointments1,May-24,30075736.0,2024-05-01
Appointment Count,Total count of appointments1,Jun-24,28130586.0,2024-06-01
Appointment Count,Total count of appointments1,Jul-24,31198063.0,2024-07-01
Appointment Count,Total count of appointments1,Aug-24,27514417.0,2024-08-01
Appointment Count,Total count of appointments1,Sep-24,29869897.0,2024-09-01
Appointment Count,Total count of appointments1,Oct-24,38513556.0,2024-10-01
Appointment Count,Total count of appointments1,Nov-24,31461805.0,2024-11-01
Appointment Count,Total count of appointments1,Dec-24,28271095.0,2024-12-01
Appointment Count,Total count of appointments1,Jan-25,32986051.0,2025-01-01
Appointment Count,Total count of appointments1,Feb-25,29629296.0,2025-02-01
Appointment Count,Total count of appointments1,Mar-25,31344911.0,2025-03-01
Appointment Count,Total count of appointments1,Apr-25,29241188.0,2025-04-01
Appointment Count,Total count of appointments1,May-25,29127420.0,2025-05-01
Appointment Count,Total count of appointments1,Jun-25,30502393.0,2025-06-01
Appointment Count,Total count of appointments1,Jul-25,32523423.0,2025-07-01
Appointment Count,Total count of appointments1,Aug-25,27187335.0,2025-08-01
Appointment Count,Total count of appointments1,Sep-25,32099336.0,2025-09-01
Appointment Count,Total count of appointments1,Oct-25,39345659.0,2025-10-01
Appointment Count,Total count of appointments1,Nov-25,31143771.0,2025-11-01
Appointment Count,Total count of appointments1,Dec-25,30865103.0,2025-12-01
Time between Booking Date and Appointment Date,Unknown / Data Quality,Feb-21,0.000509920525702972,2021-02-01
Time between Booking Date and Appointment Date,Unknown / Data Quality,Feb-21,11422.0,2021-02-01
Time between Booking Date and Appointment Date,Unknown / Data Quality,Mar-21,0.00050199401853209,2021-03-01
Time between Booking Date and Appointment Date,Unknown / Data Quality,Mar-21,13667.0,2021-03-01
Time between Booking Date and Appointment Date,Unknown / Data Quality,Apr-21,0.000476760151578321,2021-04-01
Time between Booking Date and Appointment Date,Unknown / Data Quality,Apr-21,11385.0,2021-04-01
Time between Booking Date and Appointment Date,Unknown / Data Quality,May-21,0.000666612926999057,2021-05-01
Time between Booking Date and Appointment Date,Unknown / Data Quality,May-21,15671.0,2021-05-01
Time between Booking Date and Appointment Date,Unknown / Data Quality,Jun-21,0.000582694666575966,2021-06-01
Time between Booking Date and Appointment Date,Unknown / Data Quality,Jun-21,15607.0,2021-06-01
Time between Booking Date and Appointment Date,Unknown / Data Quality,Jul-21,0.000723448524215129,2021-07-01
Time between Booking Date and Appointment Date,Unknown / Data Quality,Jul-21,18621.0,2021-07-01
Time between Booking Date and Appointment Date,Unknown / Data Quality,Aug-21,0.000563386871576596,2021-08-01
Time between Booking Date and Appointment Date,Unknown / Data Quality,Aug-21,13438.0,2021-08-01
Time between Booking Date and Appointment Date,Unknown / Data Quality,Sep-21,0.000543711086205238,2021-09-01
Time between Booking Date and Appointment Date,Unknown / Data Quality,Sep-21,15508.0,2021-09-01
Time between Booking Date and Appointment Date,Unknown / Data Quality,Oct-21,0.000543396588035692,2021-10-01
Time between Booking Date and Appointment Date,Unknown / Data Quality,Oct-21,16467.0,2021-10-01
Time between Booking Date and Appointment Date,Unknown / Data Quality,Nov-21,0.000641504854289104,2021-11-01
Time between Booking Date and Appointment Date,Unknown / Data Quality,Nov-21,19505.0,2021-11-01
Time between Booking Date and Appointment Date,Unknown / Data Quality,Dec-21,0.000566728727864247,2021-12-01
Time between Booking Date and Appointment Date,Unknown / Data Quality,Dec-21,14248.0,2021-12-01
Time between Booking Date and Appointment Date,Unknown / Data Quality,Jan-22,0.000611769456652138,2022-01-01
Time between Booking Date and Appointment Date,Unknown / Data Quality,Jan-22,15683.0,2022-01-01
Time between Booking Date and Appointment Date,Unknown / Data Quality,Feb-22,0.000728014621029325,2022-02-01
Time between Booking Date and Appointment Date,Unknown / Data Quality,Feb-22,18459.0,2022-02-01
Time between Booking Date and Appointment Date,Unknown / Data Quality,Mar-22,0.000703902329497045,2022-03-01
Time between Booking Date and Appointment Date,Unknown / Data Quality,Mar-22,20832.0,2022-03-01
Time between Booking Date and Appointment Date,Unknown / Data Quality,Apr-22,0.000632044849507754,2022-04-01
Time between Booking Date and Appointment Date,Unknown / Data Quality,Apr-22,15114.0,2022-04-01
